Title,channel_title,published_at,category_id,view_count,like_count,comment_count,likes_to_views_ratio,comments_to_views_ratio,duration_seconds
Roblox BANNED These Games..,CaylusBlox,2024-08-07 20:39:35+00:00,20,19254138,328274,2569,0.01704952894,0.0001334258572,38
Age of Apes ads review new level: Ape Uprising Begins #gaming #games #funny,AOA Review,2025-03-01 09:00:22+00:00,20,18836406,252066,33,0.01338185143,0.00000175,38
Top War Ads Review New Level 320 Update: Battle Game #games #gameplay #gaming,Game Ads,2025-04-25 08:00:21+00:00,20,17134811,89707,92,0.00523536529,0.00000537,42
Age of Apes ads review new level: Ape Hero #games #gameape #gaming,AOA Review,2024-11-03 14:01:00+00:00,20,11350278,159304,27,0.01403524971,0.00000238,31
Ranking ROBLOX Games…,Lana's Life,2024-09-17 00:42:30+00:00,20,8550937,294887,9402,0.03448592423,0.001099528496,24
Age of Apes ads review new level: Strategy or chaos? Age of Apes ads #gaming #funny #games,AOA Review,2025-03-06 05:00:35+00:00,20,10830670,117783,36,0.01087494948,0.00000332,31
Red Dead Redemption 2 Review,IGN,2018-10-25 10:58:25+00:00,20,6691733,116567,13649,0.01741955075,0.002039680597,440
Age of Apes ads review new level: Take over huge power #gaming #gameape #games,AOA Review,2024-11-09 11:00:20+00:00,20,6848158,142675,6,0.0208340665,0.000000876,34
Elden Ring Review,IGN,2022-02-23 15:00:00+00:00,20,5597720,108144,6624,0.01931929083,0.001183338719,721
Worst IGN Reviews Ever,penguinz0,2022-11-07 19:00:21+00:00,24,5409697,139117,7402,0.02571622298,0.001368283405,975
Top War Ads review New Level 615 Update:gameplay #game #gaming #gameplay #popular #gamingapp #shorts,Danish Gamerz,2025-08-25 10:31:51+00:00,20,9386124,35500,23,0.003782178482,0.00000245,33
Age of apes ads review new level: Attack on Titan #games #gaming,AOA Review,2024-05-01 01:00:20+00:00,20,6029605,117701,64,0.01952051262,0.0000106,32
Age of Apes ads review new level: Gorillas evolved #gaming #gameape #games,AOA Review,2024-10-24 05:00:00+00:00,20,6404302,99340,30,0.01551144598,0.00000468,34
Age of Apes ads review new level: Banana Wars #games #gameape #gaming,AOA Review,2025-01-11 08:00:08+00:00,20,5822188,95261,21,0.0163617155,0.00000361,37
The Comical World of the 287 WORST Game Reviews Ever - Caddicarus,Caddicarus,2020-05-04 01:32:29+00:00,20,4235246,77821,6853,0.0183746072,0.001618087446,2407
Guess the Game from the Review? 🎮 @KingSammelot,Bundun,2025-02-07 13:00:27+00:00,20,4349112,258278,1980,0.05938636223,0.000455265246,60
OnePlus 15 Review: This is Not Normal!,Marques Brownlee,2025-11-13 14:30:53+00:00,28,4121402,140230,9967,0.03402482116,0.002418351227,772
25 Perfect 10/10 Games You MUST Play,GameVerseChamp,2024-10-19 12:00:47+00:00,20,3719493,44677,2769,0.01201158007,0.0007444561007,1892
Playing Match Villains Mobile Game Preview!😎 #shorts #gamereviews,MohanadPC,2025-09-04 04:00:00+00:00,20,7209783,30539,12,0.004235771834,0.00000166,34
F.E.A.R. Review,MandaloreGaming,2017-03-24 19:02:46+00:00,20,3050742,52329,2376,0.01715287063,0.0007788266662,1603
Top 10 Most Controversial Video Game Reviews,WatchMojo.com,2017-10-13 13:00:02+00:00,24,2964066,36237,6653,0.01222543215,0.002244551152,600
My Nintendo Switch 2 Review (Doesn't Matter?),Marques Brownlee,2025-07-03 19:44:30+00:00,28,2901157,71022,4479,0.02448056948,0.001543866277,797
How to be a Good Game Reviewer,videogamedunkey,2023-09-14 19:30:02+00:00,20,2835218,141614,6656,0.04994816979,0.002347614064,349
Age of Apes ads review new level: The power of machines #games #gameape #gaming,AOA Review,2024-10-24 11:00:29+00:00,20,3270527,46576,10,0.01424112559,0.00000306,34
The Callisto Protocol Review,MandaloreGaming,2023-03-03 14:30:15+00:00,20,2663326,57073,4373,0.02142921241,0.001641931314,2482
Squid Game Season 3 Was Bad,penguinz0,2025-06-29 01:45:08+00:00,24,2588611,105451,16068,0.04073650281,0.006207187481,1173
Castlevania Series Retrospective | A Complete History and Review,I Finished A Video Game,2022-12-03 18:31:11+00:00,20,2413405,47065,7771,0.01950148462,0.003219930671,26436
God Tier Steam Games,Get To It,2024-07-06 22:40:41+00:00,20,2369793,56007,2561,0.02363369981,0.00108068465,684
Stray Review,IGN,2022-07-18 16:00:53+00:00,20,2371910,44476,2244,0.01875112515,0.0009460725972,481
Must Play Mobile Game-Epic War!😎 #shorts #gamereviews,MohanadPC,2025-09-01 16:00:04+00:00,20,3989971,18035,17,0.004520081845,0.00000426,46
Nintendo Switch 2 Review - a PC Gamer’s Perspective,Linus Tech Tips,2025-06-14 16:42:09+00:00,28,2215761,55720,5413,0.02514710515,0.002442951905,972
Must Play Mobile Game-Epic War!😎 #shorts #gamereviews,MohanadPC,2025-08-22 22:00:09+00:00,20,3627659,14140,8,0.003897829455,0.00000221,38
Dead Space Remake Review,MandaloreGaming,2023-02-17 15:47:45+00:00,20,1939691,46882,3562,0.02416981665,0.001836374022,2391
LGR - Elder Scrolls: Daggerfall - DOS PC Game Review,LGR,2014-07-18 05:13:04+00:00,24,1821586,33273,2073,0.01826594063,0.001138018662,774
Why are Game Journalists So Bad at Videogames,Htwo,2023-10-13 14:00:44+00:00,20,1731807,58795,3636,0.03395006837,0.002099539903,666
The Truth About Game Review,GothamChess,2023-06-21 19:20:00+00:00,20,1726605,52955,1676,0.03066999651,0.000970690476,1403
Ghost of Yotei,videogamedunkey,2025-10-03 19:30:00+00:00,20,1705918,65920,1652,0.03864192849,0.0009683929894,547
The Most Embarrassing Moments in Gaming Journalism,MagicMush,2023-05-24 03:40:02+00:00,20,1648699,62781,6938,0.03807909262,0.004208164008,1255
20 LEGENDARY Games Worth Revisiting in 2025,gameranx,2025-07-05 14:30:45+00:00,20,1646626,29619,2078,0.01798768027,0.00126197372,2090
Dinosaur Game Ads Review 73 All Levels: Thrilling Survival in a Prehistoric World,Dino Review,2024-12-03 08:00:02+00:00,20,1578986,4419,6,0.002798629754,0.0000038,918
Elin Review | Taxation Not Optional™,SsethTzeentach,2025-07-30 17:25:26+00:00,20,1571887,100532,3978,0.06395621062,0.002530714657,824
Game of The Year 2025 is Going To Be A RIDICULOUS Fight,gameranx,2025-09-17 16:46:31+00:00,20,1596531,33624,7932,0.02106064896,0.004968268722,1155
Ghost of Yotei - Before You Buy,gameranx,2025-09-25 21:41:42+00:00,20,1366391,45978,9598,0.03364920169,0.00702433855,796
"₹50,000 PS5 vs ₹2000 Game Stick 😲🤯 Who is the Real Winner ?? #shorts",Digidoty,2024-11-08 11:49:56+00:00,28,1576718,32917,327,0.0208768969,0.0002073926933,46
Arc Raiders - Before You Buy,gameranx,2025-10-31 21:57:47+00:00,20,1218921,28356,3146,0.02326317845,0.002580969086,854
Clair Obscur: Expedition 33 Review,IGN,2025-04-23 09:00:23+00:00,20,1220485,16187,2947,0.01326274943,0.002414611884,1068
Must Play Mobile Game-Epic War!😎 #shorts #gamereviews,MohanadPC,2025-08-24 16:00:39+00:00,20,2157893,7439,12,0.003447342641,0.00000556,32
